i,0,i**2,0
i,27,i**2,729
i,54,i**2,2916
i,81,i**2,6561
i,108,i**2,11664
i,135,i**2,18225
i,162,i**2,26244
i,189,i**2,35721
i,216,i**2,46656
i,243,i**2,59049
i,270,i**2,72900
i,297,i**2,88209
i,324,i**2,104976
i,351,i**2,123201
i,378,i**2,142884
i,405,i**2,164025
i,432,i**2,186624
i,459,i**2,210681
i,486,i**2,236196
i,513,i**2,263169
i,540,i**2,291600
i,567,i**2,321489
i,594,i**2,352836
i,621,i**2,385641
i,648,i**2,419904
i,675,i**2,455625
i,702,i**2,492804
i,729,i**2,531441
i,756,i**2,571536
i,783,i**2,613089
i,810,i**2,656100
i,837,i**2,700569
i,864,i**2,746496
i,891,i**2,793881
i,918,i**2,842724
i,945,i**2,893025
i,972,i**2,944784
i,999,i**2,998001
i,1026,i**2,1052676
i,1053,i**2,1108809
i,1080,i**2,1166400
i,1107,i**2,1225449
i,1134,i**2,1285956
i,1161,i**2,1347921
i,1188,i**2,1411344
i,1215,i**2,1476225
i,1242,i**2,1542564
i,1269,i**2,1610361
i,1296,i**2,1679616
i,1323,i**2,1750329
i,1350,i**2,1822500
i,1377,i**2,1896129
i,1404,i**2,1971216
i,1431,i**2,2047761
i,1458,i**2,2125764
i,1485,i**2,2205225
i,1512,i**2,2286144
i,1539,i**2,2368521
i,1566,i**2,2452356
i,1593,i**2,2537649
i,1620,i**2,2624400
i,1647,i**2,2712609
i,1674,i**2,2802276
i,1701,i**2,2893401
i,1728,i**2,2985984
i,1755,i**2,3080025
i,1782,i**2,3175524
i,1809,i**2,3272481
i,1836,i**2,3370896
i,1863,i**2,3470769
i,1890,i**2,3572100
i,1917,i**2,3674889
i,1944,i**2,3779136
i,1971,i**2,3884841
i,1998,i**2,3992004
i,2025,i**2,4100625
i,2052,i**2,4210704
i,2079,i**2,4322241
i,2106,i**2,4435236
i,2133,i**2,4549689
i,2160,i**2,4665600
i,2187,i**2,4782969
i,2214,i**2,4901796
i,2241,i**2,5022081
i,2268,i**2,5143824
i,2295,i**2,5267025
i,2322,i**2,5391684
i,2349,i**2,5517801
i,2376,i**2,5645376
i,2403,i**2,5774409
i,2430,i**2,5904900
i,2457,i**2,6036849
i,2484,i**2,6170256
i,2511,i**2,6305121
i,2538,i**2,6441444
i,2565,i**2,6579225
i,2592,i**2,6718464
i,2619,i**2,6859161
i,2646,i**2,7001316
i,2673,i**2,7144929
i,2700,i**2,7290000
i,2727,i**2,7436529
i,2754,i**2,7584516
i,2781,i**2,7733961
i,2808,i**2,7884864
i,2835,i**2,8037225
i,2862,i**2,8191044
i,2889,i**2,8346321
i,2916,i**2,8503056
i,2943,i**2,8661249
i,2970,i**2,8820900
i,2997,i**2,8982009
i,3024,i**2,9144576
i,3051,i**2,9308601
i,3078,i**2,9474084
i,3105,i**2,9641025
i,3132,i**2,9809424
i,3159,i**2,9979281
i,3186,i**2,10150596
i,3213,i**2,10323369
i,3240,i**2,10497600
i,3267,i**2,10673289
i,3294,i**2,10850436
i,3321,i**2,11029041
i,3348,i**2,11209104
i,3375,i**2,11390625
i,3402,i**2,11573604
i,3429,i**2,11758041
i,3456,i**2,11943936
i,3483,i**2,12131289
i,3510,i**2,12320100
i,3537,i**2,12510369
i,3564,i**2,12702096
i,3591,i**2,12895281
i,3618,i**2,13089924
i,3645,i**2,13286025
i,3672,i**2,13483584
i,3699,i**2,13682601
i,3726,i**2,13883076
i,3753,i**2,14085009
i,3780,i**2,14288400
i,3807,i**2,14493249
i,3834,i**2,14699556
i,3861,i**2,14907321
i,3888,i**2,15116544
i,3915,i**2,15327225
i,3942,i**2,15539364
i,3969,i**2,15752961
i,3996,i**2,15968016
i,4023,i**2,16184529
i,4050,i**2,16402500
i,4077,i**2,16621929
i,4104,i**2,16842816
i,4131,i**2,17065161
i,4158,i**2,17288964
i,4185,i**2,17514225
i,4212,i**2,17740944
i,4239,i**2,17969121
i,4266,i**2,18198756
i,4293,i**2,18429849
i,4320,i**2,18662400
i,4347,i**2,18896409
i,4374,i**2,19131876
i,4401,i**2,19368801
i,4428,i**2,19607184
i,4455,i**2,19847025
i,4482,i**2,20088324
i,4509,i**2,20331081
i,4536,i**2,20575296
i,4563,i**2,20820969
i,4590,i**2,21068100
i,4617,i**2,21316689
i,4644,i**2,21566736
i,4671,i**2,21818241
i,4698,i**2,22071204
i,4725,i**2,22325625
i,4752,i**2,22581504
i,4779,i**2,22838841
i,4806,i**2,23097636
i,4833,i**2,23357889
i,4860,i**2,23619600
i,4887,i**2,23882769
i,4914,i**2,24147396
i,4941,i**2,24413481
i,4968,i**2,24681024
i,4995,i**2,24950025
i,5022,i**2,25220484
i,5049,i**2,25492401
i,5076,i**2,25765776
i,5103,i**2,26040609
i,5130,i**2,26316900
i,5157,i**2,26594649
i,5184,i**2,26873856
i,5211,i**2,27154521
i,5238,i**2,27436644
i,5265,i**2,27720225
i,5292,i**2,28005264
i,5319,i**2,28291761
i,5346,i**2,28579716
i,5373,i**2,28869129
i,5400,i**2,29160000
i,5427,i**2,29452329
i,5454,i**2,29746116
i,5481,i**2,30041361
i,5508,i**2,30338064
i,5535,i**2,30636225
i,5562,i**2,30935844
i,5589,i**2,31236921
i,5616,i**2,31539456
i,5643,i**2,31843449
i,5670,i**2,32148900
i,5697,i**2,32455809
i,5724,i**2,32764176
i,5751,i**2,33074001
i,5778,i**2,33385284
i,5805,i**2,33698025
i,5832,i**2,34012224
i,5859,i**2,34327881
i,5886,i**2,34644996
i,5913,i**2,34963569
i,5940,i**2,35283600
i,5967,i**2,35605089
